YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2015,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,22.4,,,1.7,19,25.7,1113,Male,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2015,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,4.2,,,0.8,2.6,5.8,1154,Female,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2015,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,21.1,,,1.9,17.4,24.8,1055,Female,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2015,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.1,,,0.1,0,0.2,2462,Overall,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2015,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.8,,,0.6,0.6,3,2260,Overall,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2015,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0.2,,,0.1,0,0.5,1253,Male,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2015,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,2,,,0.7,0.6,3.4,1166,Male,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2015,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,0,,,0,0,0,1198,Female,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2015,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.6,,,0.7,0.3,2.9,1088,Female,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,0.3,,,0.1,0.1,0.5,2452,Overall,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.8,,,0.5,1.8,3.7,2261,Overall,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,0.5,,,0.2,0.2,0.8,1247,Male,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,4.7,,,0.8,3.2,6.2,1169,Male,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,0.1,,,0.1,0,0.2,1194,Female,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,0.8,,,0.4,0.1,1.5,1086,Female,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,0.8,,,0.2,0.5,1.1,2440,Overall,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,6.7,,,0.8,5,8.4,2260,Overall,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,1,,,0.2,0.6,1.4,1242,Male,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,10.9,,,1.2,8.5,13.3,1163,Male,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,0.5,,,0.2,0.2,0.9,1187,Female,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,2.2,,,0.7,0.9,3.5,1091,Female,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0,,,0,0,0,2452,Overall,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.9,,,0.3,0.4,1.4,2261,Overall,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0,,,0,0,0,1247,Male,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.7,,,0.4,0.8,2.5,1169,Male,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0,,,0,0,0,1194,Female,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2015,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.2,,,0.1,0,0.4,1086,Female,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2015,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,47.1,,,5.5,36.4,57.9,95,Overall,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2015,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,50.5,,,7.6,35.6,65.5,59,Male,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2015,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2015,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,57,,,6.4,44.5,69.6,108,Overall,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4
2015,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,55.4,,,5.2,45.3,65.6,67,Male,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2015,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2015,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.8,,,1.4,8.1,13.6,1370,Overall,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2015,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.2,,,1.9,9.5,16.9,667,Male,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2015,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.2,,,1.6,4.9,11.4,686,Female,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2015,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,34.3,,,1.6,31.1,37.4,1267,Overall,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2015,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,40,,,2.8,34.5,45.5,625,Male,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2015,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,28.1,,,2.4,23.3,32.8,628,Female,All Races,All Ages,High School,"(32.83968109300048, -83.62758034599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
